C_CUSTKEY,C_ACCTBAL,C_NAME,C_MKTSEGMENT,C_PHONE,C_NATIONKEY,C_ADDRESS,C_COMMENT 
497,2191.59,Customer#000000497,BUILDING,33-937-724-3506,23,0 qRRXAxUbo1J KDwDMjFde5fXDwn,furiously bold accounts are slyly around the express instructions. slyly bold pi
498,3945.64,Customer#000000498,BUILDING,29-210-810-1479,19,"1Wnja9i7KAC3HxS5yATK,In8Q6AHcEUr0f5Tp",deposits across the slyly special packages detect regula
499,4293.76,Customer#000000499,HOUSEHOLD,24-387-817-9149,14,m1hO3VXQVbwTbJ99Hw,"special, regular platelets wake along the carefully bold requests. deposits will have to ha"
500,3300.82,Customer#000000500,AUTOMOBILE,14-194-736-4233,4,fy7qx5fHLhcbFL93duj9,"furiously brave accounts engage about the special, special deposits. regul"
501,1909.35,Customer#000000501,FURNITURE,23-867-672-1331,13,"lzkYA5C6wa,wX",blithely even excuses integrate according to the carefu
502,1378.67,Customer#000000502,HOUSEHOLD,21-405-590-9919,11,nouAF6kednGsWEhQYyVpSnnPt,slyly unusual packages cajole blithely about the boldly ironic multipliers. car
503,3213.66,Customer#000000503,MACHINERY,30-441-755-3094,20,"7xCLYGLCpFU,toJBIPIrJbLIuLok81h IxK ae5Z",deposits from the regular deposits sleep ruthlessly at the regular excuses. r
504,0.51,Customer#000000504,FURNITURE,20-916-264-7594,10,"2GuRx4pOLEQWU7fJOa, DYiK8IuMsXRLO5D 0",fluffily thin accounts sleep blithely final
505,6557.51,Customer#000000505,HOUSEHOLD,12-530-647-8313,2,"MAUkwAyEvg61RlCMomspMs0WzYa,Ns",special deposits doze blithely carefully regular accounts. furiously special theo
506,1179.85,Customer#000000506,HOUSEHOLD,23-895-781-8227,13,dT kFaJww1B,slyly silent deposits wake furiously ironic ideas. final requests sleep blithely about the carefully regular r
507,5727.00,Customer#000000507,MACHINERY,24-158-185-4455,14,"QlA0Fc 6e,r67ugESzq",quickly regular requests sleep quickly
508,1685.90,Customer#000000508,BUILDING,28-344-250-3166,18,q9Vq9 nTrUvx,furiously final packages after the instructions sleep carefully above the even deposits. silent packages about the
509,7885.50,Customer#000000509,FURNITURE,14-115-338-1002,4,LHLR0IKQJHVF1 0UvBNPLq0,"final, pending dugouts can haggle furiously blithely final excuses? furiously final a"
510,1572.48,Customer#000000510,HOUSEHOLD,15-846-260-5139,5,r6f34uxtNID YBuAXpO94BKyqjkM0qmT5n0Rmd9L,slyly special platelets are slyly about t
511,4571.31,Customer#000000511,FURNITURE,23-247-728-9743,13,lQC9KfW W77IYtJjAgSZguNzxjY rYk3t6lcxfSh,furiously express packages abo
512,3937.58,Customer#000000512,BUILDING,12-144-416-6035,2,e5 kymvjf6Vja7tNsL 3dfiK,ironic deposits sleep slyly furiously even foxes. slyly regular instructions boost. carefully spe
513,955.37,Customer#000000513,HOUSEHOLD,11-861-303-6887,1,sbWV6FIPas6C0puqgnKUI,"ironic, final asymptotes wake slyly express platelets. sly"
514,5840.97,Customer#000000514,BUILDING,33-194-775-6756,23,0qD6Nwp3tG3QqCq9qvRAzT6N8L,quickly brave excuses dazzle busily. requests haggle doggedly. pending courts among the carefully unusual
515,3225.07,Customer#000000515,BUILDING,25-204-592-4731,15,oXxHtgXP5pXYTh,furiously unusual packages sleep always silent accounts; blithely unusual courts haggle: sl
516,4768.96,Customer#000000516,MACHINERY,16-947-309-2690,6,EJwOQMTQnFwvd8r Y7f9i5POy6ZlNkIYxCL hg8t,slyly unusual deposits was. idly special packages are furiously. unu
517,3959.71,Customer#000000517,FURNITURE,20-475-741-4234,10,mSo5eI8F4E6Kgl63nWtU84vfyQjOBg4y,"ironic, ironic foxes are furiously-- ironic, ironic packages serve blithely whithout the blithel"
518,9871.66,Customer#000000518,BUILDING,27-651-256-7682,17,"EsCrt4chk,3IRIzwMHTu 6VQWrfh",carefully pending ideas after the furiously special instructions sleep carefully careful orbits?
519,9074.45,Customer#000000519,BUILDING,15-452-860-5592,5,Z6ke6Y9J2pYuPBp7jE,deposits are carefully pending foxes. carefully regular packages haggl
520,8315.09,Customer#000000520,HOUSEHOLD,13-612-111-7765,3,yaOGc9Ve92Bi4F6e0GcheU2MmEOXJE0zqyDT sEA,platelets x-ray carefully furiously even deposits. furiously regular acc
521,5830.69,Customer#000000521,MACHINERY,12-539-480-8897,2,MUEAEA1ZuvRofNY453Ckr4Apqk1GlOe,furiously ironic requests use fluffily against the slyly ironic accounts. carefully even d
522,6358.46,Customer#000000522,BUILDING,22-771-454-9561,12,"gPz4FuAGpjvaU4YB9J,fGSnLBr9scEovGO1KkTx",permanently ironic accounts nag furiously f
523,-275.73,Customer#000000523,BUILDING,20-638-320-5977,10,sHeOSgsSnJi6pwYSr0v5ugiGhgnx7ZB,fluffily even accounts according to the carefully special dependencies are slyly quickly r
524,5706.19,Customer#000000524,HOUSEHOLD,19-844-888-9800,9,bpsO77xiAmjwOxqIgAszRu4Y,blithely silent ideas cajole bold accounts. deposits about the furiously sly accounts are carefully i
525,3931.68,Customer#000000525,AUTOMOBILE,29-365-641-8287,19,w0pOG5FhH45aYg7mKtHQhAWQKe,ironic accounts shall have to x-ray. flu
526,705.93,Customer#000000526,HOUSEHOLD,11-170-679-3115,1,0oAVPhh1I4JdrDafVG2Z8,slyly idle requests haggle fluffily. ironically pending deposits across the fi
527,4429.81,Customer#000000527,HOUSEHOLD,23-139-567-9286,13,"giJAUjnTtxX,HXIy0adwwvg,uu5Y3RVP",slyly regular pinto beans through the furiou
528,1802.50,Customer#000000528,AUTOMOBILE,25-985-381-5453,15,SRYjG5Wgp8ZG8GyDFhRIR5ep8yNs3nrCmYa,"packages wake quickly pending accounts. daring, exp"
529,9647.58,Customer#000000529,FURNITURE,25-383-240-7326,15,oGKgweC odpyORKPJ9oxTqzzdlYyFOwXm2F97C,slyly express foxes are ironically asymptote
530,4990.92,Customer#000000530,BUILDING,23-614-884-1055,13,wG6AC7G6Y0DRuzJiroWCByzbrkqeySQDvRXzH,furiously regular accounts cajole blithely regular s
531,5342.82,Customer#000000531,HOUSEHOLD,29-151-567-1296,19,ceI1iHfAaZ4DVVcm6GU370dAuIEmUW1wxG,unusual foxes detect carefully among the carefully pending deposits. deposits n
532,1725.68,Customer#000000532,MACHINERY,25-875-978-2232,15,xwWO3lWjgVJTZwhnltyH6zj5ddkzgH8RbF,blithely ironic theodolites above the final deposits sleep fluffily about the blithely final dependencies. never e
533,5432.77,Customer#000000533,HOUSEHOLD,25-525-957-4486,15,"mSt8Gj4JqXXeDScn2CB PIrlnhvqxY,w6Ohku",frays cajole slyly quickly ironic requests. slyl
534,6520.97,Customer#000000534,AUTOMOBILE,11-137-389-2888,1,"3PI4ZATXq8yaHFt,sZOQccGl  Fc1TA3Y 2",ironic theodolites sleep. fluffily express pac
535,2912.80,Customer#000000535,BUILDING,12-787-866-1808,2,",2Y kklprPasEp6DcthUibs",unusual attainments after the requests boost carefully furi
536,3342.75,Customer#000000536,MACHINERY,22-521-348-9030,12,jf8PSOQDvqQj4uF8,carefully bold accounts nag carefully; blithely special pinto bea
537,2614.79,Customer#000000537,FURNITURE,20-337-488-6765,10,"wyXvxD,4jc",bold requests are furiously above the quickly pending deposits. blithely final requests detect carefully. ev
538,-303.95,Customer#000000538,MACHINERY,29-632-471-2852,19,u9jYEMPoKwrH5wXivkSebbxAx1PU,"ironic packages hang quickly about the ironic asymptotes. silent, final reques"
539,4390.33,Customer#000000539,HOUSEHOLD,16-166-785-8571,6,FoGcDu9llpFiB LELF3rdjaiw RQe1S,furiously even pinto beans are furiously; blithely silent packages wake furiously reg
540,9195.77,Customer#000000540,MACHINERY,26-933-117-7482,16,YkaXu3o1X8,fluffily final deposits sleep. furiously re
541,1295.54,Customer#000000541,FURNITURE,10-362-308-9442,0,",Cris88wkHw4Q0XlCLLYVOAJfkxw",blithely final packages cajole blithely among the pending accounts. furiously regular packages cajole request
542,3109.96,Customer#000000542,BUILDING,26-674-545-2517,16,XU2ffxnW3TQasrfF0u2KwKWmMarPyY4q7Q,blithely unusual packages alongside of the bold accounts sublate across the furiously unusual ideas. quickly final a
543,6089.13,Customer#000000543,AUTOMOBILE,27-972-408-3265,17,JvbSKX7RG3xuqiKQ93C,idly ironic excuses wake quickly quietly final packages. flu
544,4974.68,Customer#000000544,AUTOMOBILE,15-572-651-1323,5,"Jv7vcm,oE,HEyxekXKia1V5H1up23","even, ironic accounts are ruthlessly across the foxes. accounts haggle fluffily. fluffily bold theodolit"
545,7505.33,Customer#000000545,AUTOMOBILE,20-849-123-8918,10,"AsYw6k,nDUQcMOpEws",accounts from the slyly express pinto beans nag carefully across the asymptotes. slyly even acco
546,3116.50,Customer#000000546,MACHINERY,29-936-444-8248,19,GZtBXX3OaqFLbC9JNi1hmF1JFLbmRs9,silent instructions cajole slyly. special excuses after the fina
547,6058.08,Customer#000000547,BUILDING,32-696-724-2981,22,4h SK3dVkE1tQ0NCh,carefully special platelets detect fluffily along the blithely
548,90.45,Customer#000000548,BUILDING,14-787-370-8722,4,98nP31ToAGK tCCkYm7HqBZt0dLjy0JzlMMRCmkj,"regular, ironic ideas doze among"
549,91.53,Customer#000000549,BUILDING,34-825-998-8579,24,v5uqfeHLiL1IELejUDnagWqP5pKWa9LtoemziGV,furiously dogged warthogs wake quietly. daring realms believe carefull
550,7270.82,Customer#000000550,FURNITURE,27-938-997-6262,17,"q5 gKwc7PBQOyd,H",fluffily regular instructions dazzle closely against the dependencies.
551,-334.89,Customer#000000551,MACHINERY,25-209-544-4006,15,holp1DkjYzznatSwjG,fluffily regular forges haggle quickly ironic foxes. slyly ironic packages use. blithely unusu
552,1353.24,Customer#000000552,FURNITURE,12-669-784-2191,2,EbjtaRaiok7eqbQ5VJi7q,packages wake furiously stealthily final packages. regular instructions boost blithely. slyly regular accounts
553,4804.57,Customer#000000553,BUILDING,14-454-146-3094,4,8tTlavJ sT,slyly regular foxes eat. theodolites along the asymptotes use furiousl
554,8395.57,Customer#000000554,HOUSEHOLD,12-938-503-7317,2,"RluaguNRAJhYXmn,CWxcOC,Ly7",slyly final foxes serve deposits. furiously regular pinto beans are a
555,5486.52,Customer#000000555,BUILDING,25-548-367-9974,15,chm8jY6TfQ8CEnsvpuL6azNZzkqGcZcO8,"blithely silent deposits across the carefully ironic deposits detect furiously express theodolites. bold, even cour"
556,7944.22,Customer#000000556,MACHINERY,11-934-412-5846,1,UMHllVkuyQUQ3aLXCVRxrXatsyd0AL6Xw,furiously regular packages boost along the furiously unusual packages. accounts after the blithely bold packages b
557,9559.04,Customer#000000557,BUILDING,25-390-153-6699,15,Nt6FUuDR7v,fluffily regular accounts eat around the furiously unusual ideas? even asymptotes boost. bus
558,1912.23,Customer#000000558,HOUSEHOLD,27-866-273-7672,17,PB1ZV4kQnRHiC,"fluffily regular escapades cajole blithely regular, final instructions. even deposits cajole thinly be"
559,5872.94,Customer#000000559,AUTOMOBILE,17-395-429-6655,7,"A3ACFoVbP,gPe xknVJMWC,wmRxb Nmg fWFS,UP",slyly express ideas boost above the blithely unusual deposits. fluffily even packages was always. regu
560,1469.59,Customer#000000560,BUILDING,29-618-467-8489,19,gU5FQf0WM0sxTYQ,unusual ideas haggle according to the quickly brave accounts. carefully ironic accounts within the bold
561,2323.45,Customer#000000561,FURNITURE,28-286-185-3047,18,"Z1kPCTbeTqGfdly2Ab9KEdE,jIKW",asymptotes engage furiously according to the furiously ironic sheaves. eve
562,9234.50,Customer#000000562,BUILDING,25-271-465-6971,15,"04xjB,zuffnhVyEY0 PeiJPtdjh 0ji","final dolphins nag about the blithely even packages. furious, quiet ideas use blithely outside the car"
563,3231.71,Customer#000000563,FURNITURE,22-544-152-1215,12,"2RSC1g7cVd,j23HusdkhdCGmiiE",blithely special accounts wake slyly after
564,6307.59,Customer#000000564,MACHINERY,14-865-332-8571,4,qPQOo94iVl,"fluffily regular foxes wake furiously alongside of the ironic deposits: unusual, final reque"
565,2688.88,Customer#000000565,FURNITURE,14-798-211-2891,4,"HCBXAou,1eP6Z3IynHFI7XmEBgu27Sx",slyly ironic pinto beans are furiously. even packages along the fluffily special accounts cajole slyly
566,1928.10,Customer#000000566,FURNITURE,34-443-780-3708,24,"5NmdMIwTpF8tj7O92363ycA6EL5Yh,vW",blithely bold pinto beans are furiously quickly even pinto beans. slyly regular pinto beans after the
567,8475.17,Customer#000000567,BUILDING,31-389-883-3371,21,KNE6mpW69IgTjVN,quickly regular foxes detect slyly against the accounts? ironic instructions wake!
568,1317.56,Customer#000000568,BUILDING,23-603-795-8611,13,"ZddVCnzeABTTBgV3GvkvNtw9,KOHHpME2GELhz",carefully ironic pinto beans affix qui
569,-795.23,Customer#000000569,MACHINERY,12-648-567-6776,2,Kk20Q5HiysjcPpMlL6pNUZXXuE,accounts run busily within the bold r
570,8480.87,Customer#000000570,AUTOMOBILE,25-264-442-3057,15,"0Zo0P6m,sie 1,VXacPX2ccDIyWFolj6R",carefully unusual requests nag above t
571,8993.23,Customer#000000571,HOUSEHOLD,12-115-414-4819,2,"hCrDDrMzGhsa6,5K4rGXQ",furiously ironic dependencies na
572,7252.65,Customer#000000572,AUTOMOBILE,21-425-209-5033,11,Nf4Yqb49BqGkzmmtf6,special requests haggle. furiously even packages thrash furiously. blithely even dependencies again
573,2333.96,Customer#000000573,HOUSEHOLD,14-354-826-9743,4,BEluH7it7jUcWqb tNLbMIKjU9hrnL7K,furiously regular foxes use ca
574,9787.56,Customer#000000574,FURNITURE,18-676-218-1058,8,ratVLdmp070,regular theodolites are quickly afte
575,3652.29,Customer#000000575,BUILDING,11-980-134-7627,1,"4K6h0pYH,bg2FS5cYL,qqejhvp7EfTlBjRjeVPkq","furiously regular requests along the regular, bold packages haggle across the permanently special foxes! quickly reg"
576,2091.63,Customer#000000576,HOUSEHOLD,11-777-499-8213,1,JI7ZI3BRrkt40uuUmg oyZC3pQ2lS65SnSGL,"sly, unusual ideas cajole boldly. deposits snooze quickly ironic accounts. slyly regular requests wake q"
577,7059.15,Customer#000000577,FURNITURE,24-662-826-1317,14,a73SSq2cip7C8nSzdmmscpZyLCZ7KL,furious accounts are fluffily regular packages. slyly final depe
578,6181.23,Customer#000000578,FURNITURE,24-278-860-9263,14,nxUZ BCBO1 HAymUcopl2NtyWMuWVnE3bqPVDB,ideas are above the carefully unusual excuses; fluffily ironic deposits use blithely furiously specia
579,1924.96,Customer#000000579,MACHINERY,10-374-175-6181,0,"9ST2x,snyY3s",furiously unusual requests use furiously. furiously express platel
580,-181.63,Customer#000000580,BUILDING,21-444-589-3830,11,wpvPbaPtx5QN,furiously unusual courts nag alongside of the carefully final frays: carefully regular requests bre
581,3242.10,Customer#000000581,MACHINERY,34-415-978-2518,24,s9SoN9XeVuCri,slyly final theodolites wake quickly special th
582,4879.55,Customer#000000582,MACHINERY,13-484-591-9280,3,KqH6uOztVK55zDxLA9kvdtny i5OYXt,final foxes cajole furiously pending packages; slyly pending excuses cajole blithely. fi
583,3686.07,Customer#000000583,HOUSEHOLD,23-234-625-4041,13,"V3i6Gu9,LZtvdnNppXnI2eKQFx0b36WvL,F",slyly regular packages boost according to the carefully regular instructions. furio
584,8825.71,Customer#000000584,MACHINERY,25-352-778-1041,15,"jebKvptmHtS9,YE1qOjl2AOw38P,8skngJZh","regular, even platelets must detect according to the final ideas."
585,7820.26,Customer#000000585,MACHINERY,26-397-693-4170,16,"OAnZOqr6A,,77WC001ck8BAqvJTW6,dRGoRdX","ironic, pending packages are. blithely pending packages sleep above th"
586,5134.35,Customer#000000586,AUTOMOBILE,21-239-369-7791,11,"vGaA9XBtn,hlswFhSjLIXGlLEDD2flE8UXwj","bold, pending dependencies sleep among the carefully regular platelets. blithely ironic deposits"
587,7077.79,Customer#000000587,AUTOMOBILE,16-585-233-5906,6,J2UwoJEQzAOTtuBrxGVag9iWSUPTp,pending foxes use blithely. furiously unusual deposits use furiously regular i
588,483.89,Customer#000000588,FURNITURE,27-988-546-2598,17,"ex9SkK7K uM,ki1dsO7PgZLlIuQFKJUQZpD2oS",blithely final ideas haggle slyly about the pending deposits
589,1647.05,Customer#000000589,FURNITURE,29-479-316-3576,19,TvdYNogIzDfr 1UyJE4b9RTENPmffmIoH,furiously bold theodolites boost. slyly even accounts us
590,3993.54,Customer#000000590,MACHINERY,18-734-215-6394,8,"4sHhhAZWHYRxJVz0KRgjW9IlKu,55IuT",quickly regular ideas mold quickly. blithely even theodolites haggle. slyly even packages cajole agains
591,6344.66,Customer#000000591,MACHINERY,30-584-309-7885,20,wGE7AnEtiX7cmCkYA,furiously pending escapades wake blithely regular deposits. fluffily unusual theodolites are fluffily. careful
592,9712.75,Customer#000000592,BUILDING,34-832-574-7217,24,"srNO5Hu10z1Ru4rRPU,QpXzFwY8759wqZ",carefully express accounts wake quickly aft
593,233.51,Customer#000000593,AUTOMOBILE,19-621-217-1535,9,SYyEL2nytJXBbFemMseCiivA32USVEDbvGzZS,pearls nag according to the furiously unusual platelets. furiously bold depen
594,6518.42,Customer#000000594,HOUSEHOLD,19-286-925-8440,9,"sbcKWltfCAnXrc Z27ZYDzsH1ztd,ZhgaD9xIMsh",fluffily express accounts wake
595,4177.17,Customer#000000595,HOUSEHOLD,29-554-215-7805,19,"7Q17BacxM,liY2AwhnHGR0Pjf1180sMz1U","pending, unusual requests above the quickly regular packages bo"
596,1722.88,Customer#000000596,MACHINERY,15-484-811-5482,5,hoByQV2JchlIWfzPFW8I0nCI,carefully unusual instructions boost slyly. s
597,2443.52,Customer#000000597,AUTOMOBILE,25-687-952-9485,15,"Dbv,XVGzl4X","furiously even patterns integrate carefully. special, regular packages use daringly. even ideas c"
598,3244.78,Customer#000000598,FURNITURE,19-113-384-3847,9,9ICLFWFZa6,carefully regular deposits sleep slyly closely bold requ
599,6004.52,Customer#000000599,HOUSEHOLD,14-916-825-6916,4,"fIvpza0tlXAVjOAPkWN5,DiU0DO4e5NkfgOlXpDI",regular pearls across the furiously regular deposits cajole stealthily blithely pending accounts. furiously ir
600,2003.44,Customer#000000600,HOUSEHOLD,22-675-907-7888,12,"LOtVjPC,Eu,0I2BRCqWf,K",final accounts haggle slyly final hockey players. slyly ironic packages affix slyly thin
601,9768.21,Customer#000000601,BUILDING,11-104-635-9839,1,"P3 Dv,6yllTNmL9yt6NUZZPZjvM2coWJd",carefully final ideas poach furiously. blithely regular foxes wake carefully slowly e
602,8404.90,Customer#000000602,BUILDING,23-434-900-7213,13,"NCryKIpG3W,FDV2","blithely ironic ideas are bold, exp"
603,8161.13,Customer#000000603,AUTOMOBILE,29-629-573-6194,19,DFAIWiyqZ0GzuF6AWCZX3DcDxyICb3EWxEw,furiously even ideas sleep carefully slyly pending foxes. pinto beans boost blithely b
604,3195.96,Customer#000000604,HOUSEHOLD,31-757-951-9827,21,"qCQsFELZ3W hlmi,zOHBcZGo0PZl3jbFu1jsijqE","requests integrate regular, special ideas? carefully even ideas sleep c"
605,-549.73,Customer#000000605,HOUSEHOLD,33-269-948-8039,23,QAxZ0IXgCzUfNjseQCLfh95HEi,"ironic, bold packages haggle. slyly final deposits wake blithely. bravely regular instructions maintain"
606,9676.98,Customer#000000606,AUTOMOBILE,11-284-540-8460,1,"vBIUd7LjRJ5rZXSzITHIvpZwBCClyt4Hjr Tlnf,","slyly even accounts around the silent, unusual dependencies caj"
607,4038.45,Customer#000000607,FURNITURE,34-601-151-4029,24,m61hvYPASIGmNJx7Tu,final dependencies along the carefully express foxes doubt through the
